Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
Comedy,en,2005-07-17,6.4,actor; equal; low,A Cock and Bull Story
"Drama, Horror, Thriller, Mystery",en,1981-05-15,6.0,belongs; students; murders,Happy Birthday to Me
"Adventure, Horror, Science Fiction",en,1954-03-05,6.9,link”; Amazon; beautiful,Creature from the Black Lagoon
Drama,en,2017-11-10,6.5,small; political; opposition,The Bookshop
"Comedy, Drama",en,1970-02-10,3.2,Stud; Kitty; Kitty,The Party at Kitty and Stud's
"Drama, Thriller",fr,1965-08-29,7.5,run; Marianne; always,Pierrot le Fou
"Horror, Thriller",en,2007-06-01,4.5,chasing; party; limestone,Catacombs
"Action, Adventure, Comedy",en,2002-03-08,5.9,escape; bounty; boss,All About the Benjamins
"Drama, Romance",en,1958-08-29,7.7,cancer—jogs; both; His,Cat on a Hot Tin Roof
"Action, Adventure, Drama, Family",en,1996-09-13,6.9,discovers; goose; barely,Fly Away Home
"Comedy, Romance",en,1953-10-29,6.9,women; eligible; Three,How to Marry a Millionaire
"Adventure, Animation, Comedy, Family",es,2022-08-26,0.0,Jeff; end; accidentally,Tad the Lost Explorer and the Mummy's Curse
"Adventure, Animation, Comedy",ja,2015-04-18,7.4,relocates; Mexico; Noharas,Crayon Shin-chan: My Moving Story! Cactus Large Attack!
Documentary,en,2017-05-06,7.6,mystery; actually; iconic,Batman & Bill
"Crime, Drama, Thriller",en,2005-07-31,5.6,aim; true; elusive,The Zodiac
Drama,es,2020-08-22,7.8,activist; Medellin; intolerant,Memories of My Father
"Science Fiction, Drama, Mystery",en,1993-03-12,6.5,no; play; foul,Fire in the Sky
"Action, Comedy",it,1974-03-29,7.5,1st; mobster; place,"Watch Out, We're Mad"
"Action, Crime",ko,2012-07-25,6.7,close; —; necklace,The Thieves
"Crime, Drama, Mystery",en,1992-10-16,5.4,whose; ordinary; Kay,Consenting Adults
"Drama, Action, Thriller, Crime",en,2003-03-11,6.1,severe; Columbia; rogue,The Hunted
"Adventure, Drama, Action, Family",en,2002-12-27,6.9,coldheartedly; search; uncle,Nicholas Nickleby
"Adventure, Horror, Action, Science Fiction",ja,2008-10-03,5.9,Set; father’s; any,Tokyo Gore Police
"Adventure, Drama, Romance",en,2008-11-18,6.6,Australia; order; property,Australia
"Drama, Horror, Romance, Thriller",en,2017-10-05,5.0,AngloIrish; existence; placed,The Lodgers
"Thriller, Science Fiction",en,2009-09-17,5.6,startling; $1; button,The Box
"Animation, Comedy, Family",en,1999-11-15,6.1,dust; Moscow; known,Bartok the Magnificent
"Family, Animation, Adventure, Comedy",en,2010-08-24,6.5,jewel; Tom; work,Tom and Jerry Meet Sherlock Holmes
Horror,ja,1985-10-07,4.6,chloroform; whitefaced; walking,Guinea Pig 2: Flower of Flesh and Blood
"Romance, Comedy, Drama",fr,1967-03-08,7.7,month; partner; teaches,The Young Girls of Rochefort
Drama,nl,2016-02-25,6.4,everyone; everything; falls,In My Father's Garden
"Thriller, Science Fiction, Horror",es,2014-05-17,6.9,endless; locked; infinite,The Incident
"Music, Family",es,2019-11-15,7.6,bring; resort; dad,Go! The Unforgettable Party
Comedy,es,1982-01-13,6.0,same; sequels; less,El día de los albañiles: Los maistros del amor
"Comedy, Action",en,2021-07-02,5.5,makes; wish; hopes,Supercool
"Comedy, Music",fr,2014-12-17,6.9,sixteen; Bélier; important,The Bélier Family
"Comedy, Drama, Fantasy, Romance",en,1998-04-23,6.6,does; stories; slides,Sliding Doors
"Family, Action, Drama, Romance, TV Movie",en,2014-01-17,6.9,mountains; achieving; Channel,Cloud 9
"Comedy, Drama, Romance",en,2015-11-27,6.4,selfhelp; coworker; romantically,"Hello, My Name Is Doris"
"Comedy, Romance, Drama",en,2004-03-25,6.1,To; defunct; hand,Jersey Girl
"War, Drama, Romance",en,2018-09-14,8.1,prominent; quickly; compassionate,Where Hands Touch
"Drama, History",fr,1956-12-19,6.5,1482; cathedral; taking,The Hunchback of Notre Dame
"Comedy, Drama, Romance",ko,2016-10-11,6.1,line; he’s; seduces,Sister's Younger Husband
"Comedy, Drama, Romance",en,1994-09-29,7.0,social; money; steals,Muriel's Wedding
"Action, Adventure, Comedy, Thriller",en,2003-06-09,5.2,big; K; or,Hollywood Homicide
"Comedy, Drama",en,2014-03-20,6.2,night; New; souls—a,A Long Way Down
"Comedy, Romance",en,2012-09-11,7.0,Jonas; if; Chernick,My Awkward Sexual Adventure
"Romance, Adventure",en,1982-03-12,6.3,Sarah; flee; hide,Paradise
"Action, Adventure, Animation",ja,2006-10-21,7.4,survive; penniless; White,Tekkonkinkreet
"Romance, Drama",fr,1991-04-03,6.3,However; catches; abandon,Madame Bovary
"Crime, Thriller, Mystery",en,1951-06-27,7.7,strangers; tennis; accosts,Strangers on a Train
Comedy,en,1986-10-24,5.4,order; prospective; qualify,Soul Man
"Crime, Drama, Romance",en,2021-02-09,5.7,Ashley; phrase; wounds,Ride or Die
"Action, Thriller",en,2019-06-14,5.3,fathers; Middle; Hamilton,Daughter of the Wolf
Comedy,en,1989-05-11,2.4,cruise; make; menial,Going Overboard
"Thriller, Romance, Mystery",en,1946-08-21,7.8,recruits; further; Alicia,Notorious
"History, Documentary",en,2005-02-11,6.7,shoestring; artistic; everyone,Inside Deep Throat
Comedy,en,2013-11-15,6.5,reunite; just; Christmas,The Best Man Holiday
"Horror, Science Fiction",en,1997-09-19,5.9,soul; Djinn; Djinn,Wishmaster
Animation,ja,2008-02-06,6.0,Alternate; Hinata; Ino,Shippū! Konoha Gakuen Den!
Western,en,1946-10-17,7.5,brother; cattle; James,My Darling Clementine
"Thriller, Horror",en,2006-01-17,5.9,leaves; friend; Hoping,Half Light
"Drama, Comedy",en,2022-02-23,5.8,relationship; Unsure; Miami,Three Months
"Horror, Mystery, Thriller",en,2000-08-25,5.2,concerned; Jody; night,Cherry Falls
"Action, Adventure, Drama",en,1997-05-12,5.8,whom; culture; Initially,Robinson Crusoe
"Drama, Comedy, Romance",en,2004-10-01,6.6,comic; personal; film,The Life and Death of Peter Sellers
Drama,en,1967-12-11,7.7,attitudes; challenged; daughter,Guess Who's Coming to Dinner
"Action, Crime, Thriller",cn,2015-06-18,6.8,fighting; leukemia; donor,SPL II: A Time for Consequences
"Family, Comedy",en,2000-10-07,5.5,heroes; Oddball; Get,102 Dalmatians
"Drama, Music",en,2020-11-25,6.7,Chicago; Wilsons; Tensions,Ma Rainey's Black Bottom
"Drama, Horror, Mystery",en,2020-10-09,6.8,there; dancer; God,Saint Maud
Drama,en,2011-12-24,7.0,discovers; believes; boy,Extremely Loud & Incredibly Close
Horror,en,2020-07-21,5.6,On; death; earlier,The Legend of Halloween Jack
"Comedy, Romance",es,2020-02-14,6.8,because; enjoys; Wedding,The Wedding Unplanner
"Animation, Comedy, Drama, Mystery, Fantasy",ja,2005-08-19,6.4,collectors; collectors; Invited,xxxHOLiC The Movie: A Midsummer Night's Dream
"Science Fiction, Action, Thriller",en,2017-05-02,5.0,down; blend; begin,The Shadow Effect
Horror,en,2015-09-16,5.4,during; mystery; son—and,Pay the Ghost
"Horror, Mystery",en,2009-09-09,5.5,five; themselves; again,Sorority Row
Drama,en,2007-09-10,5.2,previously; whom; deal,Normal
"Crime, Drama",en,2017-01-27,6.9,abroad; old; Sick,T2 Trainspotting
"Drama, History",en,2013-08-16,6.1,century; Steve; college,Jobs
"Drama, Family, Fantasy",en,1993-08-13,7.4,born; begins; British,The Secret Garden
"Thriller, Action",en,1996-08-15,5.9,team; murder; Series,The Fan
"Comedy, Drama",en,2011-01-13,5.3,if; company; partners,The Dilemma
"Drama, Thriller",en,2016-07-31,5.9,boys; may; barely,Edge of Winter
Comedy,en,1988-06-10,6.4,twins; just; nurse,Big Business
Comedy,ru,2019-11-24,7.1,there; hard; thinks,Son of a Rich
"TV Movie, Comedy, Family",en,2014-06-27,6.2,three; disrupted; rudely,Zapped
"Action, Drama, History",ja,1985-06-01,8.1,masterpiece; With; war,Ran
"Animation, Family, Adventure, Comedy, Science Fiction",en,2008-06-25,4.9,Three; crash; possibility,Space Chimps
"Drama, Family",en,1991-09-06,6.5,Dede; son; sole,Little Man Tate
Drama,ja,2013-09-28,7.6,boy; or; son,"Like Father, Like Son"
"Action, Crime, Comedy",en,1965-08-06,6.5,living; sons; Three,"Faster, Pussycat! Kill! Kill!"
"Crime, Drama, Action, Thriller, Horror",en,1998-01-16,6.7,Soon; execution; killer,Fallen
"Drama, Comedy",fr,2019-08-28,7.0,daily; located; Saint,School Life
"Family, Adventure, Animation",es,2007-12-05,5.5,intelligent; very; tells,Donkey X
"Family, Comedy",en,1998-11-03,4.9,parallel; invented; machine,Richie Rich's Christmas Wish
"Drama, War",he,2009-09-24,6.4,platoon; tank; dispatched,Lebanon
"Drama, Crime, Thriller",en,2008-09-19,5.9,watchdog; patrols; These,Lakeview Terrace
"Comedy, Drama, Family, Romance",en,2005-06-17,6.1,selfesteem; tired; latest,The Perfect Man
"Comedy, Mystery",fr,1972-12-06,7.0,player; factions; unwitting,The Tall Blond Man with One Black Shoe
"Action, Drama, Science Fiction, Thriller",en,1994-04-29,6.3,abandoned; prisoners; island,No Escape
"Comedy, Drama, Family",en,2008-11-11,5.8,fit; homes; middle,The Clique
"Fantasy, Romance",ko,2015-08-20,7.6,falls; wakes; different,The Beauty Inside
"Drama, War",en,2015-09-11,7.6,journey; raging; revulsion,Beasts of No Nation
"War, Romance, Drama",en,1953-08-28,7.3,units; second; cruelly,From Here to Eternity
"TV Movie, Comedy, Family",en,2011-12-02,6.6,abduction; station; seemingly,"Good Luck Charlie, It's Christmas!"
"Drama, History",ru,1975-03-07,8.1,juxtapose; history; Soviet,Mirror
"Action, Crime, Drama, Thriller",en,2018-11-30,5.8,Blood; streets; place,Blood Brother
"Crime, Drama, Mystery, Thriller",en,2010-01-28,6.3,Craven; seasoned; collusion,Edge of Darkness
"Romance, Drama",fr,2017-09-07,6.8,bars; Amin; Tony,"Mektoub, My Love: Canto Uno"
"War, Drama",it,1969-10-13,7.2,dictatorship; powerful; Germany,The Damned
"Drama, Music",en,2006-12-25,6.8,pop; Three; backup,Dreamgirls
"Comedy, Family",en,1994-10-14,6.4,form; learn; coached,Little Giants
"Action, Adventure, Comedy, Family",en,2003-03-11,4.1,every; case; else,Inspector Gadget 2
"Drama, Crime, Thriller",it,2019-05-23,7.8,forever; criminal; different,The Traitor
"Action, Comedy, Science Fiction",en,2011-11-26,7.7,off; Rangers; Rangers,Power Rangers Samurai: Clash of the Red Rangers - The Movie
"Drama, Crime",ja,2001-09-07,7.2,dynamics; dreamy; complex,All About Lily Chou-Chou
"Horror, Science Fiction",en,1986-10-24,6.6,allows; normal; whoever,From Beyond
"Thriller, Mystery",en,2011-02-10,5.7,alone; apartment; Its,The Resident
"Comedy, Drama, Romance",en,2017-10-03,6.4,Springs; moving; neighbors,Palm Swings
Comedy,en,2018-03-02,8.1,already; or; School,Sex School: Student Bodies
"Thriller, Adventure, Drama",en,1963-08-13,6.7,conclusion; cooperate; adult,Lord of the Flies
Drama,en,2003-08-20,6.5,finally; 13yearold; attitude,Thirteen
"Horror, Thriller",en,2009-07-30,6.3,experiences; Lake; events,Lake Mungo
Drama,en,2020-03-13,7.2,New; pair; Pennsylvania,Never Rarely Sometimes Always
"Fantasy, Drama, Family",en,1994-11-18,6.7,special; Susan; all—something,Miracle on 34th Street
"Thriller, Horror, Fantasy",en,2016-11-19,4.7,fear; dangerous; Sadies,Compulsion
"Horror, Mystery, Thriller",en,1997-01-10,5.9,giant; teams; homicide,The Relic
"Drama, War",en,2002-02-15,6.3,With; Germans; munitions,Hart's War
"Comedy, Drama",en,1986-03-14,6.1,sycophant; Pennsylvania; Japanese,Gung Ho
"Drama, Thriller",en,2016-10-12,4.5,novel; unsolved; unpublished,Dark Crimes
"Comedy, Fantasy, Romance",en,2015-04-21,5.2,transformed; what; City,Sam
"History, War, Action, Drama",en,1993-12-24,6.7,army; meets; Vietnamese,Heaven & Earth
"Action, Crime, Drama",fr,2001-04-04,6.0,off; injustice; 2001,Yamakasi
Drama,en,1945-11-29,7.7,Evading; might; another,The Lost Weekend
"Adventure, Animation, Family, Fantasy",en,1982-12-26,7.6,Eve; midnight; Claus,The Snowman
"Comedy, Thriller, Drama",en,1985-09-13,7.5,coffee; word; An,After Hours
Horror,en,1932-01-01,6.9,ancient; ancient; priest,The Mummy
"Horror, Comedy",en,2021-01-14,6.5,worse; hell; horror,Bloody Hell
"Western, Drama",en,2019-03-08,5.8,cross; ruthlessly; gang,The Kid
Documentary,en,2010-06-22,8.8,Dante; Michael; series,Avatar Spirits
Drama,it,1948-11-24,8.3,steals; mans; working,Bicycle Thieves
Drama,en,2021-04-17,7.3,devious; However; everything,Seven Deadly Sins: Envy
Comedy,en,2007-03-30,6.1,worldclass; medals; onto,Blades of Glory
"Comedy, Drama, Romance, Music",en,1996-10-04,6.9,rides; machinery; scores,That Thing You Do!
Horror,en,2019-08-20,4.6,producer; existence; turns,Hoax
"Music, Documentary",en,2018-07-05,7.5,footage; Whitney; Features,Whitney
"Comedy, Drama, Romance",en,2016-05-11,6.5,during; industry; swept,Café Society
"Crime, Drama, Thriller",it,2015-10-14,7.3,Las; known; work,Suburra
"Romance, TV Movie",en,2018-02-14,5.6,CEO; program; opportunity,My Perfect Romance
"Horror, Thriller",en,2017-10-14,6.3,may; remote; creating,Creep 2
"Drama, War",it,1960-12-22,7.9,shopkeeper; During; sensitive,Two Women
"Comedy, Mystery",en,2006-07-27,6.6,big; scoops; An,Scoop
"Drama, Comedy, Romance",en,2000-03-31,5.9,brainy; Chris; beautiful,Whatever It Takes
Documentary,en,2020-08-04,6.7,Republican; curtain; politics,The Swamp
"Western, Action, Comedy",it,1968-10-02,6.5,Cacopoulus; Cat; chase,Ace High
"Family, History, Drama",en,2017-09-29,7.1,Pooh; AA; Winnie,Goodbye Christopher Robin
"Horror, Drama, Science Fiction",en,2017-11-24,5.5,found; wrenching; last,The Cured
"Drama, Romance",en,2010-03-14,6.4,halt; James; fiery,The Cutting Edge: Fire & Ice
"Horror, Science Fiction",en,2012-01-13,5.9,supplies; building; away,The Divide
Documentary,en,2006-03-26,6.6,discussion; everyday; Attraction,The Secret
Comedy,fr,1967-12-16,7.8,Clumsy; journey; developing,PlayTime
"Thriller, TV Movie",en,2019-04-12,5.4,there; happening; had,Radio Silence
Comedy,en,2012-10-05,5.9,discovers; carving; herself,Butter
Comedy,en,1980-07-11,6.4,property; owners; ruthless,Used Cars
"Comedy, Romance",en,2016-09-15,5.9,Spinsters; together; true,Spin Out
"Drama, Romance",fr,1975-12-15,5.3,knowledge; husband; Emmanuelle,Emmanuelle: The Joys of a Woman
"Adventure, Drama, History",en,2009-05-17,7.0,historical; drama; philosopher,Agora
"Drama, History, Thriller",de,2018-09-27,7.5,GDR; hot; balloon,Balloon
Comedy,fr,2015-12-02,6.3,Franck; Sonyas; plus,Babysitting 2
"Action, Comedy, Thriller, Romance",en,1997-04-11,6.9,reunion; Michigan; secretary,Grosse Pointe Blank
"Family, Animation, Adventure, Comedy",en,2020-12-08,5.8,wits; Cher; slobbery,Bobbleheads: The Movie
Documentary,en,2018-03-09,6.6,do; coders; students,Take Your Pills
"Comedy, Drama, Romance",en,1971-12-20,7.7,Harold; best; matter,Harold and Maude
"Comedy, Music",en,2016-06-03,6.6,anything; collapse; old,Popstar: Never Stop Never Stopping
"Drama, Horror, Thriller, Crime",en,2000-08-11,5.3,date; Cody; Jenna,Bless the Child
Drama,en,2004-07-18,6.1,summer; relationship; hires,The Door in the Floor
Drama,en,2017-08-25,6.7,art; prestigious; attempts,The Square
"Drama, Comedy",en,1982-12-18,7.8,late; privacy; host,The King of Comedy
"War, Drama, History",en,2017-02-18,7.4,sudden; quest; rise,First They Killed My Father
"Drama, Romance",en,2003-03-07,5.8,creates; wants; do,My Life Without Me
Comedy,en,1997-12-11,5.8,evade; Amish; issue,For Richer or Poorer
"Family, Comedy",es,2012-11-01,7.0,money; pregnancy; live,Lotoman 2.0
"Adventure, Family, TV Movie",en,2019-01-21,8.0,mystery; reporter; biggest,Bixler High Private Eye
Romance,en,2018-03-15,6.9,Ian; hes; mess,The Matchmaker's Playbook
"Fantasy, Drama, Romance, Science Fiction",ko,2000-09-09,7.5,quaint; instructions; seaside,Il Mare
"Horror, Thriller",en,1985-01-25,6.8,unusual; capability; murders,Phenomena
"Comedy, Drama",en,1994-04-29,6.8,stuffy; graduate; homeless,With Honors
"Fantasy, Science Fiction",en,1991-01-13,4.8,Ramirezs; set; destroyed,Highlander II: The Quickening
"Drama, Thriller, Crime",en,1990-09-21,7.5,Set; parting; political,Miller's Crossing
"Adventure, Fantasy, Action, Thriller, Science Fiction",en,1994-07-01,6.0,explosive; Based; minds,The Shadow
"Horror, Mystery, Drama, Thriller",ja,1999-10-06,7.1,series; Asami; seems,Audition
"Comedy, Crime",en,1990-07-13,6.7,reaching; these; freedom,Quick Change
"Action, Adventure, Science Fiction",ja,1964-12-20,7.2,Valley; protect; prophetess,"Ghidorah, the Three-Headed Monster"
"Science Fiction, Horror, Fantasy, Thriller",en,2000-01-14,4.9,both; Set; signal,Supernova
"Romance, Science Fiction",fr,1962-02-16,7.9,caught; perpetual; sent,La Jetée
"War, Drama",es,2020-01-28,7.8,Kundt; Bolivia; defeated,Chaco
"Animation, Horror, Science Fiction",en,2010-12-31,5.9,now; several; Aftermath,Dead Space: Aftermath
Drama,en,2008-03-26,6.7,York; immigrant; Pakistani,Frozen River
"Thriller, Action",ko,2014-04-30,6.9,To; Yeohoon; calls,The Target
"Romance, Music",en,2018-04-27,7.2,work; necessarily; music,Modern Life Is Rubbish
"Comedy, Family, Animation",en,2006-10-17,5.9,play; porcupine; produces,Hammy's Boomerang Adventure
Drama,es,2021-06-18,5.9,makes; were; between,Mighty Flash
"Animation, Adventure, Comedy, Family",de,2019-04-11,7.0,naive; Their; house,Spy Cat
"Animation, Family, Music",en,1998-10-16,6.1,reach; suffers; beaten,Rudolph the Red-Nosed Reindeer: The Movie
"Science Fiction, Drama",en,2007-06-10,7.6,goodbye; walked; John,The Man from Earth
Action,en,1987-06-11,5.7,cartel; local; overdose,Death Wish 4: The Crackdown
"Comedy, Drama",en,2020-12-04,7.7,neighboring; complex; meant,Half Brothers
"Crime, Thriller",en,2008-10-07,5.5,breaks; bachelor; parked,Joy Ride 2: Dead Ahead
Thriller,en,2020-05-28,6.2,turns; together; best,Dead Water
"Drama, Music",en,2019-06-19,6.8,manager; pasts; hiphop,Beats
"Thriller, Drama",en,2019-12-13,5.9,agent; movement; Los,Seberg
"Action, Comedy",es,2016-03-31,6.8,forced; down; dismantle,Compadres
"Action, Comedy, Science Fiction, Horror",en,2006-04-22,4.8,Curator; forces; down,Mammoth
"Horror, Thriller",en,2014-10-23,4.9,shadowy; include; teens,V/H/S: Viral
"Comedy, Drama",fr,2009-02-02,5.8,captures; protests; little,Thawing Out
"Horror, Thriller",en,2009-10-09,5.4,trapped; brother; mission,Blood Creek
Drama,ja,1981-12-25,5.3,Nami; worker; sacked,Angel Guts: Red Porno
"Drama, Romance",en,1982-07-28,7.0,Once; cold; excellent,An Officer and a Gentleman
"Comedy, Drama, Mystery, Romance",en,2005-08-05,6.9,pink; son; informing,Broken Flowers
"Crime, Thriller",en,1943-01-15,7.6,uncle; bored; may,Shadow of a Doubt
"Horror, Thriller",en,1995-03-17,5.4,once; brother; New,Candyman: Farewell to the Flesh
"Drama, Western, Romance",en,1954-05-26,7.5,Dancin; saloon; Johnny,Johnny Guitar
"History, Drama",en,2012-11-09,6.9,generations; during; war,Lincoln
"Comedy, Drama, Romance",en,2016-10-07,5.4,goes; puberty; removal,The Late Bloomer
Thriller,en,2018-10-10,6.1,something; encounter; violent,Galveston
"Drama, Comedy",en,2014-08-06,7.3,Michelinstarred; opens; France,The Hundred-Foot Journey
"Horror, Drama, Fantasy",es,2013-06-21,6.7,could; apparitions; mystery,The House at the End of Time
Drama,en,2010-01-22,6.8,around; Hesher; lost,Hesher
"Drama, Mystery, Thriller",en,2009-12-04,6.6,Jealousy; headmistress; student,Cracks
"Action, Thriller",en,1990-10-30,5.3,Ninjas; American; Ninjas,American Ninja 4: The Annihilation
"Fantasy, Science Fiction",ru,2006-01-01,6.1,Dark; forces; possession,Day Watch
"Crime, Drama",en,1962-12-20,8.0,6; Finch; charges,To Kill a Mockingbird
"Drama, Romance",en,2020-05-08,6.2,opportunities; threatens; Rory,The Nest
"Drama, History, War",en,1965-12-16,6.9,French; New; Allied,Battle of the Bulge
Drama,en,1984-08-23,8.1,desert; wanders; memory,"Paris, Texas"
"Documentary, Comedy",en,2018-01-19,8.0,Robin; intimate; Williams,Robin Williams: Come Inside My Mind
"Crime, Drama, Mystery, Thriller",en,1997-05-02,6.8,murderous; eventually; down,Breakdown
"Animation, Adventure, Comedy, Family",en,2022-08-24,0.0,toll; Last; epic,Puss in Boots: The Last Wish
